,AP351 외포장 박스,로터리,일반,B,KA180,S,0,0,K,582,318,381,1835,701,,,#VALUE!,,,,,
,세화332 외포장 박스,로터리,일반,B,KA180,S,0,0,K,587,318,431,1845,751,,,#VALUE!,,,,,
,세화5호 외포장 박스,로터리,일반,B,KA180,S,0,0,K,592,318,506,1855,826,,,#VALUE!,,,,,
,세화W 11호 외포장 박스,로터리,일반,B,KA180,S,0,0,K,592,240,566,1699,808,,,#VALUE!,,,,,
,세화W 14호 외포장 박스,로터리,일반,B,KA180,S,0,0,K,592,240,511,1699,753,,,#VALUE!,,,,,
,세화W 15호 외포장 박스,로터리,일반,B,KA180,S,0,0,K,592,240,506,1699,748,,,#VALUE!,,,,,
,SHB-303 외포장 박스,로터리,일반,A,KA180,0,0,S,K,592,328,504,1875,834,,,#VALUE!,,,,,
,AP9 외포장 박스,로터리,일반,B,KA180,S,0,0,K,594,318,378,1859,698,,,#VALUE!,,,,,
,세화352 외포장 박스,로터리,일반,B,KA180,S,0,0,K,599,318,519,1869,839,,,#VALUE!,,,,,
,SHB-601,로터리,일반,BA,JKA,S,S,S,K,600,500,450,2235,954,,,#VALUE!,,,,,
,SHB-602,로터리,일반,A,JKA,0,0,S,K,600,400,150,2035,552,,,#VALUE!,,,,,
,세화341 외포장 박스,로터리,일반,B,KA180,S,0,0,K,602,318,476,1875,796,,,#VALUE!,,,,,
,우체국3호 외포장 박스,로터리,일반,A,KA180,0,0,S,K,602,335,474,1909,811,,,#VALUE!,,,,,
,AP13 외포장 박스,로터리,일반,B,KA180,S,0,0,K,611,318,549,1893,869,,,#VALUE!,,,,,
,세화333 외포장 박스,로터리,일반,B,KA180,S,0,0,K,612,318,526,1895,846,,,#VALUE!,,,,,
,세화351 외포장 박스,로터리,일반,B,KA180,S,0,0,K,612,318,386,1895,706,,,#VALUE!,,,,,
,세화4호 외포장 박스,로터리,일반,B,KA180,S,0,0,K,612,318,456,1895,776,,,#VALUE!,,,,,
,우체국2-1호 외포장 박스,로터리,일반,A,KA180,0,0,S,K,612,335,374,1929,711,,,#VALUE!,,,,,
,SHB-302 외포장 박스,로터리,일반,A,KA180,0,0,S,K,612,335,564,1929,901,,,#VALUE!,,,,,
,SHB-341 외포장 박스,로터리,일반,A,KA180,0,0,S,K,612,335,474,1929,811,,,#VALUE!,,,,,
,SHB-342 외포장 박스,로터리,일반,A,KA180,0,0,S,K,612,335,544,1929,881,,,#VALUE!,,,,,
,SHB-352 외포장 박스,로터리,일반,A,KA180,0,0,S,K,612,335,484,1929,821,,,#VALUE!,,,,,
,AP14 외포장 박스,로터리,일반,B,KA180,S,0,0,K,622,318,466,1915,786,,,#VALUE!,,,,,
,세화311 외포장 박스,로터리,일반,B,KA180,S,0,0,K,632,318,511,1935,831,,,#VALUE!,,,,,
,SHB-371 외포장 박스,로터리,일반,A,KA180,0,0,S,K,632,335,524,1969,861,,,#VALUE!,,,,,
,세화361 외포장 박스,로터리,일반,B,KA180,S,0,0,K,635,318,434,1941,754,,,#VALUE!,,,,,
,세화W 16호 외포장 박스,로터리,일반,B,KA180,S,0,0,K,637,240,541,1789,783,,,#VALUE!,,,,,
,세화6호 외포장 박스,로터리,일반,B,KA180,S,0,0,K,642,163,546,1645,711,,,#VALUE!,,,,,
,AP8 외포장 박스,로터리,일반,B,KA180,S,0,0,K,642,318,486,1955,806,,,#VALUE!,,,,,
,세화5-1호 외포장 박스,로터리,일반,B,KA180,S,0,0,K,647,240,486,1809,728,,,#VALUE!,,,,,
,AP24 외포장 박스,로터리,일반,B,KA180,S,0,0,K,657,318,469,1985,789,,,#VALUE!,,,,,
,우체국2호 외포장 박스,로터리,일반,A,KA180,0,0,S,K,658,462,344,2275,808,,,#VALUE!,,,,,
,우체국1호 외포장 박스,로터리,일반,A,KA180,0,0,S,K,660,432,324,2219,758,,,#VALUE!,,,,,
,SHB-203 외포장 박스,로터리,일반,A,KA180,0,0,S,K,660,412,514,2179,928,,,#VALUE!,,,,,
,SHB-221 외포장 박스,로터리,일반,A,KA180,0,0,S,K,660,452,464,2259,918,,,#VALUE!,,,,,
,SHB-231 외포장 박스,로터리,일반,A,KA180,0,0,S,K,660,412,344,2179,758,,,#VALUE!,,,,,
,SHB-241 외포장 박스,로터리,일반,A,KA180,0,0,S,K,660,452,344,2259,798,,,#VALUE!,,,,,
,SHB-242 외포장 박스,로터리,일반,A,KA180,0,0,S,K,660,432,344,2219,778,,,#VALUE!,,,,,
,SHB-251 외포장 박스,로터리,일반,A,KA180,0,0,S,K,660,452,324,2259,778,,,#VALUE!,,,,,
,SHB-252 외포장 박스,로터리,일반,A,KA180,0,0,S,K,660,462,364,2279,828,,,#VALUE!,,,,,
